t_mono_s,v_bus,i,p
# start 2026-09-25T19:46:02 mono=606.1 interval=10.0 threshold=9.6 count=3
21386.5,10.427,-0.404,-4.22
21396.5,10.426,-0.405,-4.22
21406.5,10.424,-0.403,-4.20
21416.5,10.424,-0.402,-4.19
21426.5,10.423,-0.404,-4.21
21436.5,10.422,-0.406,-4.23
21446.5,10.420,-0.405,-4.22
21456.5,10.420,-0.403,-4.19
21466.5,10.419,-0.408,-4.25
21476.5,10.418,-0.403,-4.20
21486.5,10.416,-0.403,-4.20
21496.5,10.416,-0.403,-4.20
21506.5,10.415,-0.411,-4.29
21516.5,10.414,-0.408,-4.25
21526.5,10.413,-0.406,-4.23
21536.5,10.412,-0.406,-4.23
21546.5,10.411,-0.404,-4.20
21556.5,10.410,-0.404,-4.21
21566.5,10.408,-0.407,-4.24
21576.5,10.407,-0.404,-4.20
21586.5,10.407,-0.407,-4.23
21596.5,10.405,-0.407,-4.23
21606.5,10.404,-0.405,-4.21
21616.5,10.403,-0.405,-4.21
21626.5,10.402,-0.408,-4.24
21636.5,10.400,-0.407,-4.23
21646.5,10.399,-0.407,-4.23
21656.5,10.399,-0.407,-4.23
21666.5,10.396,-0.405,-4.21
21676.5,10.396,-0.406,-4.22
21686.5,10.396,-0.405,-4.21
21696.5,10.393,-0.408,-4.24
21706.5,10.393,-0.405,-4.21
21716.5,10.391,-0.409,-4.25
21726.5,10.390,-0.406,-4.22
21736.5,10.389,-0.405,-4.21
21746.5,10.388,-0.408,-4.24
21756.5,10.387,-0.403,-4.19
21766.5,10.385,-0.404,-4.20
21776.5,10.385,-0.413,-4.29
21786.5,10.382,-0.404,-4.19
21796.5,10.382,-0.407,-4.22
21806.5,10.380,-0.408,-4.23
21816.5,10.379,-0.405,-4.21
21826.5,10.379,-0.404,-4.19
21836.5,10.377,-0.408,-4.23
21846.5,10.375,-0.406,-4.22
21856.5,10.375,-0.406,-4.21
21866.5,10.374,-0.408,-4.23
21876.5,10.372,-0.409,-4.25
21886.5,10.371,-0.408,-4.23
21896.5,10.369,-0.406,-4.21
21906.5,10.369,-0.408,-4.23
21916.5,10.367,-0.409,-4.24
21926.5,10.365,-0.405,-4.20
21936.5,10.364,-0.405,-4.20
21946.5,10.363,-0.410,-4.25
21956.5,10.362,-0.412,-4.27
21966.5,10.359,-0.411,-4.25
21976.5,10.358,-0.409,-4.24
21986.5,10.356,-0.407,-4.21
21996.5,10.355,-0.416,-4.31
22006.5,10.353,-0.408,-4.23
22016.5,10.350,-0.405,-4.20
22026.5,10.349,-0.406,-4.21
22036.5,10.348,-0.409,-4.24
22046.5,10.345,-0.406,-4.20
22056.5,10.345,-0.409,-4.23
22066.5,10.343,-0.411,-4.25
22076.5,10.341,-0.406,-4.20
22086.5,10.339,-0.407,-4.20
22096.5,10.337,-0.405,-4.19
22106.5,10.336,-0.410,-4.24
22116.5,10.332,-0.406,-4.19
22126.5,10.331,-0.408,-4.22
22136.5,10.329,-0.406,-4.19
22146.5,10.328,-0.411,-4.25
22156.5,10.325,-0.410,-4.23
22166.5,10.324,-0.408,-4.22
22176.5,10.321,-0.411,-4.25
22186.5,10.319,-0.407,-4.20
22196.5,10.317,-0.406,-4.18
22206.5,10.314,-0.406,-4.18
22216.5,10.312,-0.412,-4.25
22226.5,10.309,-0.407,-4.20
22236.5,10.306,-0.412,-4.25
22246.5,10.304,-0.410,-4.22
22256.5,10.302,-0.413,-4.25
22266.5,10.300,-0.407,-4.19
22276.5,10.297,-0.410,-4.22
22286.5,10.294,-0.408,-4.20
22296.5,10.292,-0.413,-4.25
22306.5,10.289,-0.410,-4.21
22316.5,10.288,-0.408,-4.20
22326.5,10.284,-0.407,-4.18
22336.5,10.282,-0.410,-4.21
22346.5,10.274,-0.432,-4.43
22356.5,10.270,-0.429,-4.41
22366.5,10.268,-0.431,-4.43
22376.5,10.265,-0.431,-4.42
22386.5,10.261,-0.430,-4.41
22396.5,10.258,-0.430,-4.41
22406.5,10.256,-0.429,-4.40
22416.5,10.251,-0.430,-4.41
22426.5,10.249,-0.434,-4.44
22436.5,10.245,-0.430,-4.40
22446.5,10.243,-0.430,-4.40
22456.5,10.239,-0.430,-4.40
22466.5,10.234,-0.432,-4.42
22476.5,10.232,-0.430,-4.40
22486.5,10.229,-0.433,-4.43
22496.5,10.226,-0.433,-4.43
22506.5,10.223,-0.437,-4.47
22516.5,10.219,-0.434,-4.43
22526.5,10.216,-0.433,-4.42
22536.5,10.213,-0.430,-4.40
22546.5,10.210,-0.433,-4.42
22556.5,10.207,-0.433,-4.42
22566.5,10.202,-0.434,-4.42
22576.5,10.199,-0.434,-4.43
22586.5,10.196,-0.434,-4.42
22596.5,10.193,-0.433,-4.41
22606.5,10.189,-0.431,-4.39
22616.5,10.185,-0.432,-4.40
22626.5,10.182,-0.435,-4.43
22636.5,10.178,-0.431,-4.38
22646.5,10.175,-0.434,-4.42
22656.5,10.172,-0.437,-4.44
22666.5,10.168,-0.433,-4.40
22676.5,10.166,-0.435,-4.43
22686.5,10.161,-0.432,-4.39
22696.5,10.159,-0.435,-4.42
22706.5,10.155,-0.433,-4.40
22716.5,10.151,-0.433,-4.40
22726.5,10.147,-0.434,-4.40
22736.5,10.144,-0.435,-4.41
22746.5,10.141,-0.439,-4.45
22756.5,10.137,-0.434,-4.40
22766.5,10.134,-0.438,-4.44
22776.5,10.131,-0.436,-4.42
22786.5,10.128,-0.433,-4.38
22796.5,10.125,-0.440,-4.46
22806.5,10.122,-0.437,-4.42
22816.5,10.118,-0.433,-4.38
22826.5,10.115,-0.438,-4.43
22836.5,10.112,-0.437,-4.42
22846.5,10.109,-0.433,-4.38
22856.5,10.106,-0.434,-4.38
22866.5,10.103,-0.436,-4.40
22876.5,10.100,-0.437,-4.41
22886.5,10.098,-0.437,-4.41
22896.5,10.095,-0.439,-4.43
22906.5,10.091,-0.437,-4.41
22916.5,10.088,-0.435,-4.39
22926.5,10.087,-0.437,-4.41
22936.5,10.082,-0.438,-4.42
22946.5,10.085,-0.415,-4.19
22956.5,10.083,-0.418,-4.21
22966.5,10.080,-0.417,-4.21
22976.5,10.077,-0.419,-4.22
22986.5,10.075,-0.418,-4.21
22996.5,10.073,-0.417,-4.20
23006.5,10.071,-0.416,-4.19
23016.5,10.068,-0.415,-4.18
23026.5,10.067,-0.418,-4.21
23036.5,10.064,-0.418,-4.21
23046.5,10.061,-0.416,-4.18
23056.5,10.059,-0.415,-4.18
23066.5,10.057,-0.417,-4.20
23076.5,10.054,-0.419,-4.22
23086.5,10.051,-0.416,-4.18
23096.5,10.048,-0.422,-4.24
23106.5,10.047,-0.420,-4.22
23116.5,10.045,-0.416,-4.18
23126.5,10.042,-0.418,-4.20
23136.5,10.038,-0.423,-4.24
23146.5,10.036,-0.418,-4.19
23156.5,10.034,-0.419,-4.20
23166.5,10.031,-0.420,-4.21
23176.5,10.030,-0.417,-4.18
23186.5,10.028,-0.417,-4.19
23196.5,10.025,-0.420,-4.21
23206.5,10.022,-0.419,-4.20
23216.5,10.020,-0.418,-4.19
23226.5,10.018,-0.420,-4.21
23236.5,10.016,-0.420,-4.21
23246.5,10.013,-0.420,-4.21
23256.5,10.011,-0.421,-4.22
23266.5,10.008,-0.420,-4.20
23276.5,10.006,-0.423,-4.23
23286.5,10.004,-0.419,-4.19
23296.5,10.001,-0.420,-4.20
23306.5,9.999,-0.421,-4.21
23316.5,9.997,-0.419,-4.19
23326.5,9.994,-0.418,-4.18
23336.5,9.992,-0.421,-4.20
23346.5,9.990,-0.423,-4.22
23356.5,9.986,-0.422,-4.22
23366.5,9.985,-0.421,-4.20
23376.5,9.983,-0.423,-4.22
23386.5,9.981,-0.422,-4.22
23396.5,9.978,-0.424,-4.23
23406.5,9.976,-0.421,-4.20
23416.5,9.975,-0.423,-4.22
23426.5,9.972,-0.420,-4.19
23436.5,9.970,-0.419,-4.18
23446.5,9.969,-0.418,-4.16
23456.5,9.965,-0.423,-4.22
23466.5,9.962,-0.420,-4.19
23476.5,9.961,-0.418,-4.16
23486.5,9.957,-0.422,-4.21
23496.5,9.956,-0.420,-4.18
23506.5,9.954,-0.418,-4.16
23516.5,9.952,-0.421,-4.19
23526.5,9.949,-0.431,-4.29
23536.5,9.946,-0.422,-4.20
23546.5,9.944,-0.421,-4.19
23556.5,9.942,-0.423,-4.20
23566.5,9.940,-0.425,-4.22
23576.5,9.937,-0.422,-4.19
23586.5,9.935,-0.423,-4.20
23596.5,9.933,-0.422,-4.19
23606.5,9.930,-0.420,-4.18
23616.5,9.928,-0.423,-4.20
23626.5,9.926,-0.422,-4.19
23636.5,9.923,-0.423,-4.20
23646.5,9.922,-0.424,-4.21
23656.5,9.918,-0.422,-4.19
23666.5,9.916,-0.423,-4.19
23676.5,9.913,-0.421,-4.18
23686.5,9.912,-0.421,-4.18
23696.5,9.909,-0.422,-4.19
23706.5,9.907,-0.424,-4.20
23716.5,9.904,-0.423,-4.19
23726.5,9.903,-0.422,-4.18
23736.5,9.899,-0.424,-4.20
23746.5,9.897,-0.426,-4.22
23756.5,9.896,-0.422,-4.18
23766.5,9.892,-0.427,-4.22
23776.5,9.890,-0.423,-4.18
23786.5,9.887,-0.425,-4.20
23796.5,9.884,-0.424,-4.19
23806.5,9.882,-0.421,-4.16
23816.5,9.879,-0.426,-4.21
23826.5,9.878,-0.422,-4.17
23836.5,9.875,-0.425,-4.19
23846.5,9.872,-0.424,-4.18
23856.5,9.870,-0.424,-4.19
23866.5,9.867,-0.430,-4.24
23876.5,9.865,-0.423,-4.18
23886.5,9.862,-0.422,-4.16
23896.5,9.860,-0.425,-4.19
23906.5,9.857,-0.430,-4.24
23916.5,9.854,-0.424,-4.18
23926.5,9.852,-0.426,-4.19
23936.5,9.850,-0.429,-4.22
23946.5,9.846,-0.431,-4.24
23956.5,9.844,-0.424,-4.17
23966.5,9.843,-0.424,-4.18
23976.5,9.840,-0.423,-4.16
23986.5,9.837,-0.428,-4.21
23996.5,9.835,-0.427,-4.20
24006.5,9.832,-0.426,-4.18
24016.5,9.830,-0.428,-4.21
24026.5,9.827,-0.430,-4.22
24036.5,9.823,-0.426,-4.19
24046.5,9.823,-0.425,-4.18
24056.5,9.819,-0.431,-4.23
24066.5,9.815,-0.423,-4.16
24076.5,9.814,-0.426,-4.18
24086.5,9.811,-0.432,-4.23
24096.5,9.808,-0.425,-4.17
24106.5,9.806,-0.425,-4.17
24116.5,9.803,-0.427,-4.18
24126.5,9.801,-0.428,-4.20
24136.5,9.797,-0.426,-4.17
24146.5,9.796,-0.428,-4.19
24156.5,9.794,-0.428,-4.20
24166.5,9.789,-0.429,-4.20
24176.5,9.787,-0.426,-4.17
24186.5,9.786,-0.431,-4.22
24196.5,9.784,-0.429,-4.20
24206.5,9.779,-0.427,-4.18
24216.5,9.776,-0.426,-4.17
24226.5,9.774,-0.430,-4.20
24236.5,9.772,-0.431,-4.21
24246.5,9.769,-0.428,-4.18
24256.5,9.765,-0.428,-4.18
24266.5,9.764,-0.429,-4.19
24276.5,9.762,-0.430,-4.20
24286.5,9.758,-0.426,-4.16
24296.5,9.755,-0.428,-4.18
24306.5,9.753,-0.429,-4.18
24316.5,9.748,-0.430,-4.19
24326.5,9.747,-0.428,-4.17
24336.5,9.744,-0.430,-4.19
24346.5,9.741,-0.428,-4.16
24356.5,9.738,-0.427,-4.16
24366.5,9.736,-0.432,-4.21
24376.5,9.733,-0.432,-4.20
24386.5,9.729,-0.430,-4.18
24396.5,9.726,-0.429,-4.18
24406.5,9.725,-0.432,-4.20
24416.5,9.722,-0.431,-4.19
24426.5,9.719,-0.429,-4.17
24436.5,9.718,-0.429,-4.17
24446.5,9.714,-0.430,-4.18
24456.5,9.711,-0.429,-4.16
24466.5,9.708,-0.432,-4.20
24476.5,9.705,-0.432,-4.20
24486.5,9.703,-0.432,-4.19
24496.5,9.700,-0.434,-4.21
24506.5,9.697,-0.433,-4.19
24516.5,9.695,-0.434,-4.20
24526.5,9.692,-0.433,-4.20
24536.5,9.689,-0.429,-4.16
24546.5,9.685,-0.433,-4.19
24556.5,9.682,-0.428,-4.15
24566.5,9.679,-0.432,-4.18
24576.5,9.677,-0.434,-4.20
24586.5,9.674,-0.436,-4.22
24596.5,9.671,-0.431,-4.17
24606.5,9.669,-0.433,-4.19
24616.5,9.665,-0.433,-4.18
24626.5,9.662,-0.435,-4.20
24636.5,9.661,-0.431,-4.17
24646.5,9.656,-0.432,-4.17
24656.5,9.654,-0.432,-4.17
24666.5,9.651,-0.433,-4.18
24676.5,9.648,-0.436,-4.21
24686.5,9.646,-0.435,-4.20
24696.5,9.643,-0.437,-4.22
24706.5,9.639,-0.432,-4.16
24716.5,9.637,-0.432,-4.16
24726.5,9.635,-0.432,-4.17
24736.5,9.630,-0.434,-4.18
24746.5,9.627,-0.433,-4.17
24756.5,9.625,-0.434,-4.17
24766.5,9.621,-0.433,-4.17
24776.5,9.619,-0.432,-4.16
24786.5,9.616,-0.433,-4.16
24796.5,9.613,-0.434,-4.18
24806.5,9.610,-0.437,-4.20
24816.5,9.609,-0.433,-4.16
24826.5,9.605,-0.437,-4.20
24836.5,9.602,-0.438,-4.21
24846.5,9.599,-0.436,-4.19
24856.5,9.596,-0.437,-4.19
24866.5,9.593,-0.436,-4.18
# 24866.5 shutdown: v_bus < 9.6 V in 3 consecutive readings
# stop 24866.7
